date,province,region,metric,value
9/1/2019,Sakon Nakhon ,east_northeast,revenue_thai,167640000
9/1/2019,Ubon Ratchathani ,east_northeast,revenue_thai,259520000
9/1/2019,Udon Thani ,east_northeast,revenue_thai,944150000
9/1/2019,Bueng Kan ,east_northeast,revenue_thai,63230000
9/1/2019,Phetchaburi ,central,revenue_all,2049690000
9/1/2019,Phra Nakhon Si Ayutthaya ,central,revenue_all,1229620000
9/1/2019,Chiang Mai ,north,revenue_thai,3197230000
9/1/2019,Suphan Buri ,central,revenue_all,343590000
10/1/2019,Nakhon Nayok ,east,no_tourist_stay,127806
10/1/2019,Kalasin ,east_northeast,no_tourist_stay,23571
10/1/2019,Nan ,north,no_tourist_stay,62008
10/1/2019,Sukhothai ,north,no_tourist_stay,86569
10/1/2019,Uthai Thani ,north,no_tourist_stay,29891
10/1/2019,Uttaradit ,north,no_tourist_stay,61260
10/1/2019,Mae Hong Son ,north,no_tourist_stay,107763
10/1/2019,Khon Kaen ,east_northeast,no_tourist_stay,162261
10/1/2019,Lamphun ,north,no_tourist_stay,20753
10/1/2019,Phrae ,north,no_tourist_stay,35588
10/1/2019,Phetchabun ,north,no_tourist_stay,206723
10/1/2019,Phayao ,north,no_tourist_stay,28522
10/1/2019,Phitsanulok ,north,no_tourist_stay,158207
10/1/2019,Tak ,north,no_tourist_stay,137167
10/1/2019,Nakhon Sawan ,north,no_tourist_stay,75284
10/1/2019,Lampang ,north,no_tourist_stay,54704
10/1/2019,Chaiyaphum ,east_northeast,no_tourist_stay,82871
10/1/2019,Nakhon Phanom ,east_northeast,no_tourist_stay,37510
10/1/2019,Nakhon Ratchasima ,east_northeast,no_tourist_stay,566348
10/1/2019,Nong Bua Lamphu ,east_northeast,no_tourist_stay,13588
10/1/2019,Amnat Charoen ,east_northeast,no_tourist_stay,9898
10/1/2019,Yasothon ,east_northeast,no_tourist_stay,14914
10/1/2019,Sakon Nakhon ,east_northeast,no_tourist_stay,59218
10/1/2019,Ubon Ratchathani ,east_northeast,no_tourist_stay,126455
10/1/2019,Udon Thani ,east_northeast,no_tourist_stay,174153
10/1/2019,Bueng Kan ,east_northeast,no_tourist_stay,30173
10/1/2019,Nong Khai ,east_northeast,no_tourist_stay,96036
10/1/2019,Surin ,east_northeast,no_tourist_stay,118542
10/1/2019,Sisaket ,south,no_tourist_stay,32356
10/1/2019,Loei ,east_northeast,no_tourist_stay,109871
10/1/2019,Roi Et ,east_northeast,no_tourist_stay,37628
10/1/2019,Mukdahan ,east_northeast,no_tourist_stay,41337
10/1/2019,Maha Sarakham ,east_northeast,no_tourist_stay,33894
10/1/2019,Buriram ,east_northeast,no_tourist_stay,187138
10/1/2019,Phichit ,north,no_tourist_stay,35921
10/1/2019,Chiang Mai ,north,no_tourist_stay,674966
10/1/2019,Chiang Rai ,north,no_tourist_stay,251051
10/1/2019,Kamphaeng Phet ,north,no_tourist_stay,40215
10/1/2019,Nonthaburi ,central,no_tourist_stay,73200
10/1/2019,Pathum Thani ,central,no_tourist_stay,52689
10/1/2019,Samut Prakan ,central,no_tourist_stay,83806
10/1/2019,Samut Sakhon ,central,no_tourist_stay,52029
10/1/2019,Chachoengsao ,east,no_tourist_stay,39094
10/1/2019,Ratchaburi ,central,no_tourist_stay,91879
10/1/2019,Sa Kaeo ,east,no_tourist_stay,64487
10/1/2019,Samut Songkhram ,central,no_tourist_stay,80250
10/1/2019,Suphan Buri ,central,no_tourist_stay,101711
10/1/2019,Phetchaburi ,central,no_tourist_stay,319231
10/1/2019,Prachuap Khiri Khan ,central,no_tourist_stay,417373
10/1/2019,Chonburi ,east,no_tourist_stay,1220788
10/1/2019,Chanthaburi ,east,no_tourist_stay,142775
10/1/2019,Rayong ,east,no_tourist_stay,309859
10/1/2019,Trat ,east,no_tourist_stay,158830
10/1/2019,Ang Thong ,central,no_tourist_stay,12656
10/1/2019,Prachinburi ,east,no_tourist_stay,79860
10/1/2019,Sing Buri ,central,no_tourist_stay,12324
10/1/2019,Chainat ,central,no_tourist_stay,22319
10/1/2019,Satun ,south,no_tourist_stay,70618
10/1/2019,Surat Thani ,south,no_tourist_stay,380032
10/1/2019,Phang Nga ,south,no_tourist_stay,119352
10/1/2019,Songkhla ,south,no_tourist_stay,446192
10/1/2019,Krabi ,south,no_tourist_stay,348201
10/1/2019,Narathiwat ,south,no_tourist_stay,45482
10/1/2019,Nakhon Si Thammarat ,south,no_tourist_stay,185615
10/1/2019,Yala ,south,no_tourist_stay,57186
10/1/2019,Pattani ,south,no_tourist_stay,18073
10/1/2019,Chumphon ,south,no_tourist_stay,82520
10/1/2019,Ranong ,south,no_tourist_stay,63762
10/1/2019,Trang ,south,no_tourist_stay,95129
10/1/2019,Phatthalung ,south,no_tourist_stay,72785
10/1/2019,Phuket ,south,no_tourist_stay,1007467
10/1/2019,Saraburi ,central,no_tourist_stay,96603
10/1/2019,Nakhon Pathom ,central,no_tourist_stay,105472
10/1/2019,Kanchanaburi ,central,no_tourist_stay,276204
10/1/2019,Rayong ,east,revenue_all,4142750000
10/1/2019,Bangkok,central,revenue_all,87753820000
10/1/2019,Tak ,north,revenue_all,605860000
10/1/2019,Phitsanulok ,north,revenue_all,820190000
10/1/2019,Phayao ,north,revenue_all,143290000
10/1/2019,Phetchabun ,north,revenue_all,765620000
10/1/2019,Phrae ,north,revenue_all,168790000
10/1/2019,Lampang ,north,revenue_all,518480000
10/1/2019,Lamphun ,north,revenue_all,160500000
10/1/2019,Mae Hong Son ,north,revenue_all,514760000
10/1/2019,Uttaradit ,north,revenue_all,154700000
10/1/2019,Uthai Thani ,north,revenue_all,134600000
10/1/2019,Sukhothai ,north,revenue_all,433400000
10/1/2019,Nan ,north,revenue_all,194720000
10/1/2019,Kalasin ,east_northeast,revenue_all,107990000
10/1/2019,Khon Kaen ,east_northeast,revenue_all,1669820000
10/1/2019,Chaiyaphum ,east_northeast,revenue_all,197200000
10/1/2019,Nakhon Sawan ,north,revenue_all,331530000
10/1/2019,Phichit ,north,revenue_all,155410000
10/1/2019,Chiang Mai ,north,revenue_all,10083650000
10/1/2019,Chiang Rai ,north,revenue_all,2739990000
10/1/2019,Sa Kaeo ,east,revenue_all,591750000
10/1/2019,Phuket ,south,revenue_all,41618550000
10/1/2019,Phatthalung ,south,revenue_all,410430000
10/1/2019,Trang ,south,revenue_all,751750000
10/1/2019,Ranong ,south,revenue_all,286730000
10/1/2019,Chumphon ,south,revenue_all,554510000
10/1/2019,Pattani ,south,revenue_all,75030000
10/1/2019,Nakhon Phanom ,east_northeast,revenue_all,163370000
10/1/2019,Yala ,south,revenue_all,302990000
10/1/2019,Narathiwat ,south,revenue_all,191790000
10/1/2019,Krabi ,south,revenue_all,10158900000
10/1/2019,Songkhla ,south,revenue_all,4948430000
10/1/2019,Phang Nga ,south,revenue_all,5004570000
10/1/2019,Surat Thani ,south,revenue_all,7257010000
10/1/2019,Satun ,south,revenue_all,585490000
10/1/2019,Kamphaeng Phet ,north,revenue_all,163650000
10/1/2019,Nakhon Si Thammarat ,south,revenue_all,1164290000
10/1/2019,Prachinburi ,east,revenue_all,423490000
10/1/2019,Nakhon Ratchasima ,east_northeast,revenue_all,2282270000
10/1/2019,Maha Sarakham ,east_northeast,revenue_all,97820000
10/1/2019,Samut Songkhram ,central,revenue_all,270870000
10/1/2019,Kanchanaburi ,central,revenue_all,2352780000
10/1/2019,Ratchaburi ,central,revenue_all,346470000
10/1/2019,Chachoengsao ,east,revenue_all,497650000
10/1/2019,Samut Sakhon ,central,revenue_all,361030000
10/1/2019,Samut Prakan ,central,revenue_all,459540000
10/1/2019,Pathum Thani ,central,revenue_all,318430000
10/1/2019,Nonthaburi ,central,revenue_all,312150000
10/1/2019,Ang Thong ,central,revenue_all,63920000
10/1/2019,Sing Buri ,central,revenue_all,81070000
10/1/2019,Nakhon Pathom ,central,revenue_all,627160000
10/1/2019,Chainat ,central,revenue_all,106740000
10/1/2019,Saraburi ,central,revenue_all,963330000
10/1/2019,Phra Nakhon Si Ayutthaya ,central,revenue_all,1718340000
10/1/2019,Lopburi ,central,revenue_all,572330000
10/1/2019,Suphan Buri ,central,revenue_all,708320000
10/1/2019,Phetchaburi ,central,revenue_all,3440290000
10/1/2019,Prachuap Khiri Khan ,central,revenue_all,4462430000
10/1/2019,Chanthaburi ,east,revenue_all,615320000
10/1/2019,Mukdahan ,east_northeast,revenue_all,275400000
10/1/2019,Roi Et ,east_northeast,revenue_all,159690000
10/1/2019,Loei ,east_northeast,revenue_all,411890000
10/1/2019,Sisaket ,south,revenue_all,138890000
10/1/2019,Surin ,east_northeast,revenue_all,397150000
10/1/2019,Nong Khai ,east_northeast,revenue_all,494830000
10/1/2019,Bueng Kan ,east_northeast,revenue_all,90640000
10/1/2019,Buriram ,east_northeast,revenue_all,1116900000
10/1/2019,Udon Thani ,east_northeast,revenue_all,1116390000
10/1/2019,Sakon Nakhon ,east_northeast,revenue_all,178270000
10/1/2019,Yasothon ,east_northeast,revenue_all,51150000
10/1/2019,Nakhon Nayok ,east,revenue_all,537170000
10/1/2019,Bangkok,central,no_tourist_stay,2934737
10/1/2019,Lopburi ,central,no_tourist_stay,58059
10/1/2019,Phra Nakhon Si Ayutthaya ,central,no_tourist_stay,84926
10/1/2019,Trat ,east,revenue_all,1681380000
10/1/2019,Ubon Ratchathani ,east_northeast,revenue_all,687760000
10/1/2019,Chonburi ,east,revenue_all,26961650000
10/1/2019,Satun ,south,revenue_foreign,101570000
10/1/2019,Amnat Charoen ,east_northeast,no_tourist_foreign,667
10/1/2019,Narathiwat ,south,ratio_tourist_stay,49.41
10/1/2019,Nakhon Si Thammarat ,south,ratio_tourist_stay,51.98
10/1/2019,Yala ,south,ratio_tourist_stay,48.55
10/1/2019,Pattani ,south,ratio_tourist_stay,45.2
10/1/2019,Chumphon ,south,ratio_tourist_stay,46.07
10/1/2019,Ranong ,south,ratio_tourist_stay,56.07
10/1/2019,Trang ,south,ratio_tourist_stay,64.86
10/1/2019,Phatthalung ,south,ratio_tourist_stay,61.02
10/1/2019,Phuket ,south,ratio_tourist_stay,67.09
10/1/2019,Krabi ,south,ratio_tourist_stay,64.09
10/1/2019,Sa Kaeo ,east,ratio_tourist_stay,52.47
10/1/2019,Prachinburi ,east,ratio_tourist_stay,50.45
10/1/2019,Nakhon Nayok ,east,ratio_tourist_stay,58.24
10/1/2019,Trat ,east,ratio_tourist_stay,64.62
10/1/2019,Chanthaburi ,east,ratio_tourist_stay,54.68
10/1/2019,Chonburi ,east,ratio_tourist_stay,75.37
10/1/2019,Prachuap Khiri Khan ,central,ratio_tourist_stay,62
10/1/2019,Phetchaburi ,central,ratio_tourist_stay,63.22
10/1/2019,Suphan Buri ,central,ratio_tourist_stay,77.3
10/1/2019,Samut Songkhram ,central,ratio_tourist_stay,61.47
10/1/2019,Rayong ,east,ratio_tourist_stay,61.47
10/1/2019,Kanchanaburi ,central,ratio_tourist_stay,71.94
10/1/2019,Songkhla ,south,ratio_tourist_stay,69.52
10/1/2019,Surat Thani ,south,ratio_tourist_stay,56.38
10/1/2019,Khon Kaen ,east_northeast,ratio_tourist_stay,54.81
10/1/2019,Kalasin ,east_northeast,ratio_tourist_stay,57
10/1/2019,Nan ,north,ratio_tourist_stay,53.68
10/1/2019,Sukhothai ,north,ratio_tourist_stay,59.24
10/1/2019,Uthai Thani ,north,ratio_tourist_stay,47.89
10/1/2019,Uttaradit ,north,ratio_tourist_stay,48.14
10/1/2019,Mae Hong Son ,north,ratio_tourist_stay,50.91
10/1/2019,Lamphun ,north,ratio_tourist_stay,50.78
10/1/2019,Lampang ,north,ratio_tourist_stay,58.86
10/1/2019,Phang Nga ,south,ratio_tourist_stay,64.57
10/1/2019,Phrae ,north,ratio_tourist_stay,51.18
10/1/2019,Phayao ,north,ratio_tourist_stay,45.02
10/1/2019,Phitsanulok ,north,ratio_tourist_stay,57.09
10/1/2019,Tak ,north,ratio_tourist_stay,57.53
10/1/2019,Nakhon Sawan ,north,ratio_tourist_stay,47.84
10/1/2019,Phichit ,north,ratio_tourist_stay,49.78
10/1/2019,Chiang Mai ,north,ratio_tourist_stay,70.65
10/1/2019,Chiang Rai ,north,ratio_tourist_stay,52.6
10/1/2019,Kamphaeng Phet ,north,ratio_tourist_stay,45.53
10/1/2019,Satun ,south,ratio_tourist_stay,49.81
10/1/2019,Phetchabun ,north,ratio_tourist_stay,60.09
10/1/2019,Chaiyaphum ,east_northeast,ratio_tourist_stay,57.64
10/1/2019,Ratchaburi ,central,ratio_tourist_stay,52.9
10/1/2019,Samut Sakhon ,central,ratio_tourist_stay,54.52
10/1/2019,Ratchaburi ,central,no_tourist_thai,159257
10/1/2019,Kanchanaburi ,central,no_tourist_thai,792077
10/1/2019,Samut Songkhram ,central,no_tourist_thai,199618
10/1/2019,Suphan Buri ,central,no_tourist_thai,471179
10/1/2019,Phetchaburi ,central,no_tourist_thai,829202
10/1/2019,Prachuap Khiri Khan ,central,no_tourist_thai,567402
10/1/2019,Chonburi ,east,no_tourist_thai,710207
10/1/2019,Chanthaburi ,east,no_tourist_thai,184123
10/1/2019,Trat ,east,no_tourist_thai,139965
10/1/2019,Chachoengsao ,east,no_tourist_thai,302219
10/1/2019,Nakhon Nayok ,east,no_tourist_thai,240726
10/1/2019,Rayong ,east,no_tourist_thai,620219
10/1/2019,Sa Kaeo ,east,no_tourist_thai,165165
10/1/2019,Phuket ,south,no_tourist_thai,316689
10/1/2019,Phatthalung ,south,no_tourist_thai,224536
10/1/2019,Trang ,south,no_tourist_thai,126799
10/1/2019,Ranong ,south,no_tourist_thai,70661
10/1/2019,Chumphon ,south,no_tourist_thai,96846
10/1/2019,Pattani ,south,no_tourist_thai,22358
10/1/2019,Yala ,south,no_tourist_thai,18730
10/1/2019,Prachinburi ,east,no_tourist_thai,126770
10/1/2019,Chachoengsao ,east,ratio_tourist_stay,52.12
10/1/2019,Samut Sakhon ,central,no_tourist_thai,193974
10/1/2019,Pathum Thani ,central,no_tourist_thai,124810
10/1/2019,Samut Prakan ,central,ratio_tourist_stay,56.71
10/1/2019,Pathum Thani ,central,ratio_tourist_stay,52
10/1/2019,Nonthaburi ,central,ratio_tourist_stay,55.32
10/1/2019,Ang Thong ,central,ratio_tourist_stay,59.41
10/1/2019,Sing Buri ,central,ratio_tourist_stay,52.43
10/1/2019,Nakhon Pathom ,central,ratio_tourist_stay,62.84
10/1/2019,Chainat ,central,ratio_tourist_stay,64.88
10/1/2019,Saraburi ,central,ratio_tourist_stay,58.87
10/1/2019,Phra Nakhon Si Ayutthaya ,central,ratio_tourist_stay,56.92
10/1/2019,Samut Prakan ,central,no_tourist_thai,134323
10/1/2019,Lopburi ,central,ratio_tourist_stay,58.39
10/1/2019,Bangkok,central,no_tourist_thai,3908924
10/1/2019,Lopburi ,central,no_tourist_thai,339686
10/1/2019,Phra Nakhon Si Ayutthaya ,central,no_tourist_thai,506881
10/1/2019,Saraburi ,central,no_tourist_thai,516993
10/1/2019,Chainat ,central,no_tourist_thai,57830
10/1/2019,Nakhon Pathom ,central,no_tourist_thai,370289
10/1/2019,Sing Buri ,central,no_tourist_thai,37163
10/1/2019,Ang Thong ,central,no_tourist_thai,53523
10/1/2019,Nonthaburi ,central,no_tourist_thai,156145
10/1/2019,Bangkok,central,ratio_tourist_stay,75.15
10/1/2019,Nakhon Phanom ,east_northeast,ratio_tourist_stay,54.45
10/1/2019,Nakhon Ratchasima ,east_northeast,ratio_tourist_stay,79.54
10/1/2019,Buriram ,east_northeast,ratio_tourist_stay,95.86
10/1/2019,Rayong ,east,no_tourist_all,662422
10/1/2019,Sa Kaeo ,east,no_tourist_all,187883
10/1/2019,Phuket ,south,no_tourist_all,1156536
10/1/2019,Phatthalung ,south,no_tourist_all,225473
10/1/2019,Trang ,south,no_tourist_all,146167
10/1/2019,Ranong ,south,no_tourist_all,74448
10/1/2019,Chumphon ,south,no_tourist_all,102466
10/1/2019,Pattani ,south,no_tourist_all,22540
10/1/2019,Yala ,south,no_tourist_all,65023
10/1/2019,Prachinburi ,east,no_tourist_all,138975
10/1/2019,Nakhon Si Thammarat ,south,no_tourist_all,269000
10/1/2019,Krabi ,south,no_tourist_all,550474
10/1/2019,Songkhla ,south,no_tourist_all,576867
10/1/2019,Phang Nga ,south,no_tourist_all,506469
10/1/2019,Surat Thani ,south,no_tourist_all,446040
10/1/2019,Satun ,south,no_tourist_all,116331
10/1/2019,Kamphaeng Phet ,north,no_tourist_all,74662
10/1/2019,Chiang Rai ,north,no_tourist_all,312230
10/1/2019,Chiang Mai ,north,no_tourist_all,1099218
10/1/2019,Phichit ,north,no_tourist_all,83280
10/1/2019,Narathiwat ,south,no_tourist_all,49253
10/1/2019,Nakhon Sawan ,north,no_tourist_all,139838
10/1/2019,Nakhon Nayok ,east,no_tourist_all,243912
10/1/2019,Chanthaburi ,east,no_tourist_all,190414
10/1/2019,Bangkok,central,no_tourist_all,5406264
10/1/2019,Lopburi ,central,no_tourist_all,341859
10/1/2019,Phra Nakhon Si Ayutthaya ,central,no_tourist_all,660376
10/1/2019,Saraburi ,central,no_tourist_all,530592
10/1/2019,Chainat ,central,no_tourist_all,58103
10/1/2019,Nakhon Pathom ,central,no_tourist_all,378287
10/1/2019,Sing Buri ,central,no_tourist_all,37380
10/1/2019,Ang Thong ,central,no_tourist_all,54723
10/1/2019,Nonthaburi ,central,no_tourist_all,173270
10/1/2019,Trat ,east,no_tourist_all,186121
10/1/2019,Pathum Thani ,central,no_tourist_all,166909
10/1/2019,Samut Sakhon ,central,no_tourist_all,194451
10/1/2019,Chachoengsao ,east,no_tourist_all,306601
10/1/2019,Ratchaburi ,central,no_tourist_all,166283
10/1/2019,Kanchanaburi ,central,no_tourist_all,830182
10/1/2019,Samut Songkhram ,central,no_tourist_all,205318
10/1/2019,Suphan Buri ,central,no_tourist_all,474403
10/1/2019,Phetchaburi ,central,no_tourist_all,883043
10/1/2019,Prachuap Khiri Khan ,central,no_tourist_all,705632
10/1/2019,Chonburi ,east,no_tourist_all,1608024
10/1/2019,Samut Prakan ,central,no_tourist_all,190964
10/1/2019,Tak ,north,no_tourist_all,172685
10/1/2019,Phitsanulok ,north,no_tourist_all,265869
10/1/2019,Phayao ,north,no_tourist_all,59929
10/1/2019,Sakon Nakhon ,east_northeast,no_tourist_all,119349
10/1/2019,Yasothon ,east_northeast,no_tourist_all,44413
10/1/2019,Amnat Charoen ,east_northeast,no_tourist_all,39242
10/1/2019,Nong Bua Lamphu ,east_northeast,no_tourist_all,39971
10/1/2019,Nong Bua Lamphu ,east_northeast,ratio_tourist_stay,53.8
10/1/2019,Nong Bua Lamphu ,east_northeast,revenue_foreign,150000
10/1/2019,Amnat Charoen ,east_northeast,revenue_foreign,3020000
10/1/2019,Amnat Charoen ,east_northeast,ratio_tourist_stay,60.44
10/1/2019,Yasothon ,east_northeast,ratio_tourist_stay,47.91
10/1/2019,Ubon Ratchathani ,east_northeast,no_tourist_all,330733
10/1/2019,Sakon Nakhon ,east_northeast,ratio_tourist_stay,54.39
10/1/2019,Udon Thani ,east_northeast,ratio_tourist_stay,70.75
10/1/2019,Bueng Kan ,east_northeast,ratio_tourist_stay,58.82
10/1/2019,Nong Khai ,east_northeast,ratio_tourist_stay,65.39
10/1/2019,Surin ,east_northeast,ratio_tourist_stay,73.11
10/1/2019,Sisaket ,south,ratio_tourist_stay,55.92
10/1/2019,Loei ,east_northeast,ratio_tourist_stay,57.59
10/1/2019,Roi Et ,east_northeast,ratio_tourist_stay,48.56
10/1/2019,Mukdahan ,east_northeast,ratio_tourist_stay,52.41
10/1/2019,Maha Sarakham ,east_northeast,ratio_tourist_stay,44.39
10/1/2019,Ubon Ratchathani ,east_northeast,ratio_tourist_stay,59.72
10/1/2019,Udon Thani ,east_northeast,no_tourist_all,399892
10/1/2019,Bueng Kan ,east_northeast,no_tourist_all,55184
10/1/2019,Nong Khai ,east_northeast,no_tourist_all,258047
10/1/2019,Phetchabun ,north,no_tourist_all,228211
10/1/2019,Phrae ,north,no_tourist_all,82021
10/1/2019,Lampang ,north,no_tourist_all,152819
10/1/2019,Lamphun ,north,no_tourist_all,110703
10/1/2019,Mae Hong Son ,north,no_tourist_all,110983
10/1/2019,Uttaradit ,north,no_tourist_all,85577
10/1/2019,Uthai Thani ,north,no_tourist_all,68234
10/1/2019,Sukhothai ,north,no_tourist_all,132725
10/1/2019,Nan ,north,no_tourist_all,76125
10/1/2019,Kalasin ,east_northeast,no_tourist_all,64655
10/1/2019,Khon Kaen ,east_northeast,no_tourist_all,495441
10/1/2019,Chaiyaphum ,east_northeast,no_tourist_all,124898
10/1/2019,Nakhon Phanom ,east_northeast,no_tourist_all,99663
10/1/2019,Nakhon Ratchasima ,east_northeast,no_tourist_all,929863
10/1/2019,Buriram ,east_northeast,no_tourist_all,407861
10/1/2019,Maha Sarakham ,east_northeast,no_tourist_all,63894
10/1/2019,Mukdahan ,east_northeast,no_tourist_all,164929
10/1/2019,Roi Et ,east_northeast,no_tourist_all,98035
10/1/2019,Loei ,east_northeast,no_tourist_all,195162
10/1/2019,Sisaket ,south,no_tourist_all,89701
10/1/2019,Surin ,east_northeast,no_tourist_all,163290
10/1/2019,Nakhon Si Thammarat ,south,no_tourist_thai,263721
10/1/2019,Nong Bua Lamphu ,east_northeast,no_tourist_foreign,160
10/1/2019,Narathiwat ,south,no_tourist_thai,20038
10/1/2019,Songkhla ,south,no_tourist_thai,350855
10/1/2019,Ang Thong ,central,no_tourist_foreign,1200
10/1/2019,Nonthaburi ,central,no_tourist_foreign,17125
10/1/2019,Pathum Thani ,central,no_tourist_foreign,42099
10/1/2019,Samut Prakan ,central,no_tourist_foreign,56641
10/1/2019,Samut Sakhon ,central,no_tourist_foreign,477
10/1/2019,Chachoengsao ,east,no_tourist_foreign,4382
10/1/2019,Ratchaburi ,central,no_tourist_foreign,7026
10/1/2019,Kanchanaburi ,central,no_tourist_foreign,38105
10/1/2019,Samut Songkhram ,central,no_tourist_foreign,5700
10/1/2019,Sing Buri ,central,no_tourist_foreign,217
10/1/2019,Suphan Buri ,central,no_tourist_foreign,3224
10/1/2019,Prachuap Khiri Khan ,central,no_tourist_foreign,138230
10/1/2019,Chonburi ,east,no_tourist_foreign,897817
10/1/2019,Chanthaburi ,east,no_tourist_foreign,6291
10/1/2019,Trat ,east,no_tourist_foreign,46156
10/1/2019,Nakhon Nayok ,east,no_tourist_foreign,3186
10/1/2019,Prachinburi ,east,no_tourist_foreign,12205
10/1/2019,Rayong ,east,no_tourist_foreign,42203
10/1/2019,Sa Kaeo ,east,no_tourist_foreign,22718
10/1/2019,Phuket ,south,no_tourist_foreign,839847
10/1/2019,Phetchaburi ,central,no_tourist_foreign,53841
10/1/2019,Phatthalung ,south,no_tourist_foreign,937
10/1/2019,Nakhon Pathom ,central,no_tourist_foreign,7998
10/1/2019,Saraburi ,central,no_tourist_foreign,13599
10/1/2019,Suphan Buri ,central,revenue_foreign,6230000
10/1/2019,Samut Songkhram ,central,revenue_foreign,7760000
10/1/2019,Kanchanaburi ,central,revenue_foreign,163480000
10/1/2019,Ratchaburi ,central,revenue_foreign,16580000
10/1/2019,Chachoengsao ,east,revenue_foreign,7850000
10/1/2019,Samut Sakhon ,central,revenue_foreign,900000
10/1/2019,Samut Prakan ,central,revenue_foreign,197500000
10/1/2019,Pathum Thani ,central,revenue_foreign,105990000
10/1/2019,Nonthaburi ,central,revenue_foreign,35910000
10/1/2019,Chainat ,central,no_tourist_foreign,273
10/1/2019,Ang Thong ,central,revenue_foreign,1260000
10/1/2019,Nakhon Pathom ,central,revenue_foreign,30040000
10/1/2019,Chainat ,central,revenue_foreign,510000
10/1/2019,Saraburi ,central,revenue_foreign,33900000
10/1/2019,Phra Nakhon Si Ayutthaya ,central,revenue_foreign,512590000
10/1/2019,Lopburi ,central,revenue_foreign,3410000
10/1/2019,Bangkok,central,revenue_foreign,59972250000
10/1/2019,Bangkok,central,no_tourist_foreign,1497340
10/1/2019,Lopburi ,central,no_tourist_foreign,2173
10/1/2019,Phra Nakhon Si Ayutthaya ,central,no_tourist_foreign,153495
10/1/2019,Sing Buri ,central,revenue_foreign,430000
10/1/2019,Phetchaburi ,central,revenue_foreign,357160000
10/1/2019,Trang ,south,no_tourist_foreign,19368
10/1/2019,Chumphon ,south,no_tourist_foreign,5620
10/1/2019,Sukhothai ,north,no_tourist_foreign,30991
10/1/2019,Nan ,north,no_tourist_foreign,2075
10/1/2019,Kalasin ,east_northeast,no_tourist_foreign,279
10/1/2019,Khon Kaen ,east_northeast,no_tourist_foreign,3898
10/1/2019,Chaiyaphum ,east_northeast,no_tourist_foreign,514
10/1/2019,Nakhon Phanom ,east_northeast,no_tourist_foreign,6816
10/1/2019,Nakhon Ratchasima ,east_northeast,no_tourist_foreign,17162
10/1/2019,Buriram ,east_northeast,no_tourist_foreign,37316
10/1/2019,Maha Sarakham ,east_northeast,no_tourist_foreign,578
10/1/2019,Uthai Thani ,north,no_tourist_foreign,528
10/1/2019,Mukdahan ,east_northeast,no_tourist_foreign,13987
10/1/2019,Loei ,east_northeast,no_tourist_foreign,3678
10/1/2019,Sisaket ,south,no_tourist_foreign,1260
10/1/2019,Surin ,east_northeast,no_tourist_foreign,18323
10/1/2019,Nong Khai ,east_northeast,no_tourist_foreign,40967
10/1/2019,Bueng Kan ,east_northeast,no_tourist_foreign,476
10/1/2019,Udon Thani ,east_northeast,no_tourist_foreign,14628
10/1/2019,Ubon Ratchathani ,east_northeast,no_tourist_foreign,10045
10/1/2019,Sakon Nakhon ,east_northeast,no_tourist_foreign,388
10/1/2019,Yasothon ,east_northeast,no_tourist_foreign,902
10/1/2019,Roi Et ,east_northeast,no_tourist_foreign,427
10/1/2019,Ranong ,south,no_tourist_foreign,3787
10/1/2019,Uttaradit ,north,no_tourist_foreign,748
10/1/2019,Lamphun ,north,no_tourist_foreign,5596
10/1/2019,Pattani ,south,no_tourist_foreign,182
10/1/2019,Yala ,south,no_tourist_foreign,46293
10/1/2019,Nakhon Si Thammarat ,south,no_tourist_foreign,5279
10/1/2019,Narathiwat ,south,no_tourist_foreign,29215
10/1/2019,Krabi ,south,no_tourist_foreign,355312
10/1/2019,Songkhla ,south,no_tourist_foreign,226012
10/1/2019,Phang Nga ,south,no_tourist_foreign,296932
10/1/2019,Surat Thani ,south,no_tourist_foreign,257189
10/1/2019,Satun ,south,no_tourist_foreign,15900
10/1/2019,Mae Hong Son ,north,no_tourist_foreign,24400
10/1/2019,Kamphaeng Phet ,north,no_tourist_foreign,1271
10/1/2019,Chiang Mai ,north,no_tourist_foreign,269607
10/1/2019,Phichit ,north,no_tourist_foreign,472
10/1/2019,Nakhon Sawan ,north,no_tourist_foreign,1787
10/1/2019,Tak ,north,no_tourist_foreign,3748
10/1/2019,Phitsanulok ,north,no_tourist_foreign,27321
10/1/2019,Phayao ,north,no_tourist_foreign,2943
10/1/2019,Phetchabun ,north,no_tourist_foreign,2045
10/1/2019,Phrae ,north,no_tourist_foreign,6831
10/1/2019,Lampang ,north,no_tourist_foreign,15366
10/1/2019,Chiang Rai ,north,no_tourist_foreign,48527
10/1/2019,Prachuap Khiri Khan ,central,revenue_foreign,1382350000
10/1/2019,Chonburi ,east,revenue_foreign,21736600000
10/1/2019,Chanthaburi ,east,revenue_foreign,27790000
10/1/2019,Buriram ,east_northeast,no_tourist_thai,370545
10/1/2019,Maha Sarakham ,east_northeast,no_tourist_thai,63316
10/1/2019,Mukdahan ,east_northeast,no_tourist_thai,150942
10/1/2019,Roi Et ,east_northeast,no_tourist_thai,97608
10/1/2019,Loei ,east_northeast,no_tourist_thai,191484
10/1/2019,Sisaket ,south,no_tourist_thai,88441
10/1/2019,Surin ,east_northeast,no_tourist_thai,144967
