date,province,region,metric,value
2/1/2019,Udon Thani ,east_northeast,ratio_tourist_stay,83.04
2/1/2019,Bueng Kan ,east_northeast,ratio_tourist_stay,61.58
2/1/2019,Nong Khai ,east_northeast,ratio_tourist_stay,66.25
2/1/2019,Surin ,east_northeast,ratio_tourist_stay,60.39
2/1/2019,Sakon Nakhon ,east_northeast,ratio_tourist_stay,58.3
3/1/2019,Prachuap Khiri Khan ,central,ratio_tourist_stay,61.58
3/1/2019,Chonburi ,east,ratio_tourist_stay,81.72
3/1/2019,Chanthaburi ,east,ratio_tourist_stay,70.57
3/1/2019,Trat ,east,ratio_tourist_stay,78.72
3/1/2019,Nakhon Nayok ,east,ratio_tourist_stay,62.09
3/1/2019,Prachinburi ,east,ratio_tourist_stay,65
3/1/2019,Rayong ,east,ratio_tourist_stay,73.54
3/1/2019,Ranong ,south,ratio_tourist_stay,67.55
3/1/2019,Phuket ,south,ratio_tourist_stay,85.51
3/1/2019,Phatthalung ,south,ratio_tourist_stay,73.36
3/1/2019,Trang ,south,ratio_tourist_stay,81.81
3/1/2019,Phetchaburi ,central,ratio_tourist_stay,71.65
3/1/2019,Chumphon ,south,ratio_tourist_stay,67.47
3/1/2019,Pattani ,south,ratio_tourist_stay,86.51
3/1/2019,Yala ,south,ratio_tourist_stay,54.73
3/1/2019,Nakhon Si Thammarat ,south,ratio_tourist_stay,58.96
3/1/2019,Sa Kaeo ,east,ratio_tourist_stay,56.51
3/1/2019,Suphan Buri ,central,ratio_tourist_stay,84.63
3/1/2019,Pathum Thani ,central,ratio_tourist_stay,57.7
3/1/2019,Kanchanaburi ,central,ratio_tourist_stay,65.29
3/1/2019,Ubon Ratchathani ,east_northeast,no_tourist_thai,265775
3/1/2019,Sakon Nakhon ,east_northeast,no_tourist_thai,101852
3/1/2019,Yasothon ,east_northeast,no_tourist_thai,53156
3/1/2019,Amnat Charoen ,east_northeast,no_tourist_thai,24093
3/1/2019,Nong Bua Lamphu ,east_northeast,no_tourist_thai,33731
3/1/2019,Bangkok,central,ratio_tourist_stay,84.4
3/1/2019,Lopburi ,central,ratio_tourist_stay,56.37
3/1/2019,Saraburi ,central,ratio_tourist_stay,64.39
3/1/2019,Chainat ,central,ratio_tourist_stay,78.55
3/1/2019,Nakhon Pathom ,central,ratio_tourist_stay,68.92
3/1/2019,Sing Buri ,central,ratio_tourist_stay,64.64
3/1/2019,Ang Thong ,central,ratio_tourist_stay,72.38
3/1/2019,Nonthaburi ,central,ratio_tourist_stay,67.52
3/1/2019,Samut Prakan ,central,ratio_tourist_stay,67.25
3/1/2019,Samut Sakhon ,central,ratio_tourist_stay,61.11
3/1/2019,Chachoengsao ,east,ratio_tourist_stay,60.15
3/1/2019,Ratchaburi ,central,ratio_tourist_stay,57.76
3/1/2019,Samut Songkhram ,central,ratio_tourist_stay,64.37
3/1/2019,Phra Nakhon Si Ayutthaya ,central,ratio_tourist_stay,68.83
3/1/2019,Surat Thani ,south,no_tourist_foreign,368262
3/1/2019,Bueng Kan ,east_northeast,no_tourist_thai,58402
3/1/2019,Chonburi ,east,no_tourist_thai,715337
3/1/2019,Chanthaburi ,east,no_tourist_thai,256045
3/1/2019,Trat ,east,no_tourist_thai,144734
3/1/2019,Nakhon Nayok ,east,no_tourist_thai,269899
3/1/2019,Prachinburi ,east,no_tourist_thai,153117
3/1/2019,Rayong ,east,no_tourist_thai,607490
3/1/2019,Prachuap Khiri Khan ,central,no_tourist_thai,509005
3/1/2019,Sa Kaeo ,east,no_tourist_thai,177430
3/1/2019,Phatthalung ,south,no_tourist_thai,127955
3/1/2019,Trang ,south,no_tourist_thai,156329
3/1/2019,Ranong ,south,no_tourist_thai,116378
3/1/2019,Chumphon ,south,no_tourist_thai,111412
3/1/2019,Pattani ,south,no_tourist_thai,24636
3/1/2019,Yala ,south,no_tourist_thai,6902
3/1/2019,Phuket ,south,no_tourist_thai,477869
3/1/2019,Phetchaburi ,central,no_tourist_thai,586711
3/1/2019,Suphan Buri ,central,no_tourist_thai,218694
3/1/2019,Samut Songkhram ,central,no_tourist_thai,175054
3/1/2019,Bangkok,central,no_tourist_thai,3097209
3/1/2019,Lopburi ,central,no_tourist_thai,253713
3/1/2019,Phra Nakhon Si Ayutthaya ,central,no_tourist_thai,515553
3/1/2019,Saraburi ,central,no_tourist_thai,187080
3/1/2019,Chainat ,central,no_tourist_thai,78677
3/1/2019,Nakhon Pathom ,central,no_tourist_thai,265179
3/1/2019,Sing Buri ,central,no_tourist_thai,52351
3/1/2019,Ang Thong ,central,no_tourist_thai,96733
3/1/2019,Nonthaburi ,central,no_tourist_thai,265391
3/1/2019,Pathum Thani ,central,no_tourist_thai,143036
3/1/2019,Samut Prakan ,central,no_tourist_thai,208065
3/1/2019,Samut Sakhon ,central,no_tourist_thai,109104
3/1/2019,Chachoengsao ,east,no_tourist_thai,264115
3/1/2019,Ratchaburi ,central,no_tourist_thai,142494
3/1/2019,Kanchanaburi ,central,no_tourist_thai,606312
3/1/2019,Nakhon Si Thammarat ,south,no_tourist_thai,334851
3/1/2019,Narathiwat ,south,no_tourist_thai,29489
3/1/2019,Krabi ,south,no_tourist_thai,289707
3/1/2019,Songkhla ,south,no_tourist_thai,425270
3/1/2019,Nan ,north,no_tourist_thai,89069
3/1/2019,Kalasin ,east_northeast,no_tourist_thai,60908
3/1/2019,Khon Kaen ,east_northeast,no_tourist_thai,584203
3/1/2019,Chaiyaphum ,east_northeast,no_tourist_thai,108133
3/1/2019,Nakhon Phanom ,east_northeast,no_tourist_thai,87615
3/1/2019,Nakhon Ratchasima ,east_northeast,no_tourist_thai,811254
3/1/2019,Buriram ,east_northeast,no_tourist_thai,176767
3/1/2019,Maha Sarakham ,east_northeast,no_tourist_thai,63334
3/1/2019,Mukdahan ,east_northeast,no_tourist_thai,188483
3/1/2019,Roi Et ,east_northeast,no_tourist_thai,64365
3/1/2019,Loei ,east_northeast,no_tourist_thai,167525
3/1/2019,Sisaket ,south,no_tourist_thai,183586
3/1/2019,Surin ,east_northeast,no_tourist_thai,119996
3/1/2019,Nong Khai ,east_northeast,no_tourist_thai,153697
3/1/2019,Narathiwat ,south,ratio_tourist_stay,77.75
3/1/2019,Sukhothai ,north,no_tourist_thai,89557
3/1/2019,Udon Thani ,east_northeast,no_tourist_thai,264479
3/1/2019,Uthai Thani ,north,no_tourist_thai,74818
3/1/2019,Mae Hong Son ,north,no_tourist_thai,68198
3/1/2019,Phang Nga ,south,no_tourist_thai,120821
3/1/2019,Surat Thani ,south,no_tourist_thai,166757
3/1/2019,Satun ,south,no_tourist_thai,200167
3/1/2019,Kamphaeng Phet ,north,no_tourist_thai,64117
3/1/2019,Chiang Rai ,north,no_tourist_thai,244163
3/1/2019,Chiang Mai ,north,no_tourist_thai,539723
3/1/2019,Phichit ,north,no_tourist_thai,60226
3/1/2019,Nakhon Sawan ,north,no_tourist_thai,160932
3/1/2019,Tak ,north,no_tourist_thai,202064
3/1/2019,Phitsanulok ,north,no_tourist_thai,301590
3/1/2019,Phayao ,north,no_tourist_thai,54227
3/1/2019,Phetchabun ,north,no_tourist_thai,188218
3/1/2019,Phrae ,north,no_tourist_thai,63087
3/1/2019,Lampang ,north,no_tourist_thai,85501
3/1/2019,Lamphun ,north,no_tourist_thai,95670
3/1/2019,Uttaradit ,north,no_tourist_thai,113369
3/1/2019,Krabi ,south,ratio_tourist_stay,80.89
3/1/2019,Yasothon ,east_northeast,ratio_tourist_stay,58.78
3/1/2019,Phang Nga ,south,ratio_tourist_stay,81.14
3/1/2019,Sisaket ,south,revenue_all,285150000
3/1/2019,Loei ,east_northeast,revenue_all,377880000
3/1/2019,Roi Et ,east_northeast,revenue_all,89370000
3/1/2019,Mukdahan ,east_northeast,revenue_all,356580000
3/1/2019,Maha Sarakham ,east_northeast,revenue_all,102690000
3/1/2019,Buriram ,east_northeast,revenue_all,355840000
3/1/2019,Nakhon Ratchasima ,east_northeast,revenue_all,2071230000
3/1/2019,Nakhon Phanom ,east_northeast,revenue_all,196910000
3/1/2019,Chaiyaphum ,east_northeast,revenue_all,142940000
3/1/2019,Surin ,east_northeast,revenue_all,317320000
3/1/2019,Khon Kaen ,east_northeast,revenue_all,1762340000
3/1/2019,Nan ,north,revenue_all,268470000
3/1/2019,Sukhothai ,north,revenue_all,299310000
3/1/2019,Uthai Thani ,north,revenue_all,121340000
3/1/2019,Uttaradit ,north,revenue_all,231040000
3/1/2019,Mae Hong Son ,north,revenue_all,424600000
3/1/2019,Lamphun ,north,revenue_all,157680000
3/1/2019,Lampang ,north,revenue_all,272040000
3/1/2019,Phrae ,north,revenue_all,153860000
3/1/2019,Phetchabun ,north,revenue_all,640540000
3/1/2019,Kalasin ,east_northeast,revenue_all,92250000
3/1/2019,Phayao ,north,revenue_all,104920000
3/1/2019,Nong Khai ,east_northeast,revenue_all,441470000
3/1/2019,Udon Thani ,east_northeast,revenue_all,770240000
3/1/2019,Kanchanaburi ,central,no_tourist_foreign,51608
3/1/2019,Ratchaburi ,central,no_tourist_foreign,5331
3/1/2019,Chachoengsao ,east,no_tourist_foreign,3047
3/1/2019,Samut Sakhon ,central,no_tourist_foreign,348
3/1/2019,Samut Prakan ,central,no_tourist_foreign,200713
3/1/2019,Pathum Thani ,central,no_tourist_foreign,68875
3/1/2019,Nonthaburi ,central,no_tourist_foreign,22677
3/1/2019,Ang Thong ,central,no_tourist_foreign,4690
3/1/2019,Sing Buri ,central,no_tourist_foreign,197
3/1/2019,Bueng Kan ,east_northeast,revenue_all,122420000
3/1/2019,Nakhon Pathom ,central,no_tourist_foreign,11678
3/1/2019,Saraburi ,central,no_tourist_foreign,4960
3/1/2019,Phra Nakhon Si Ayutthaya ,central,no_tourist_foreign,157774
3/1/2019,Lopburi ,central,no_tourist_foreign,1803
3/1/2019,Bangkok,central,no_tourist_foreign,2087831
3/1/2019,Nong Bua Lamphu ,east_northeast,revenue_all,35770000
3/1/2019,Amnat Charoen ,east_northeast,revenue_all,39070000
3/1/2019,Yasothon ,east_northeast,revenue_all,70430000
3/1/2019,Sakon Nakhon ,east_northeast,revenue_all,211480000
3/1/2019,Ubon Ratchathani ,east_northeast,revenue_all,890100000
3/1/2019,Chainat ,central,no_tourist_foreign,340
3/1/2019,Samut Songkhram ,central,no_tourist_foreign,3562
3/1/2019,Phitsanulok ,north,revenue_all,823220000
3/1/2019,Nakhon Sawan ,north,revenue_all,307970000
3/1/2019,Chonburi ,east,revenue_all,25984460000
3/1/2019,Prachuap Khiri Khan ,central,revenue_all,3425440000
3/1/2019,Phetchaburi ,central,revenue_all,2058250000
3/1/2019,Suphan Buri ,central,revenue_all,455060000
3/1/2019,Samut Songkhram ,central,revenue_all,305430000
3/1/2019,Kanchanaburi ,central,revenue_all,2382220000
3/1/2019,Ratchaburi ,central,revenue_all,282560000
3/1/2019,Chachoengsao ,east,revenue_all,289300000
3/1/2019,Samut Sakhon ,central,revenue_all,164790000
3/1/2019,Chanthaburi ,east,revenue_all,855130000
3/1/2019,Samut Prakan ,central,revenue_all,789600000
3/1/2019,Nonthaburi ,central,revenue_all,460560000
3/1/2019,Ang Thong ,central,revenue_all,128750000
3/1/2019,Sing Buri ,central,revenue_all,74010000
3/1/2019,Nakhon Pathom ,central,revenue_all,381500000
3/1/2019,Chainat ,central,revenue_all,101680000
3/1/2019,Saraburi ,central,revenue_all,322140000
3/1/2019,Phra Nakhon Si Ayutthaya ,central,revenue_all,1327300000
3/1/2019,Lopburi ,central,revenue_all,434570000
3/1/2019,Bangkok,central,revenue_all,70994130000
3/1/2019,Pathum Thani ,central,revenue_all,286760000
3/1/2019,Tak ,north,revenue_all,612900000
3/1/2019,Trat ,east,revenue_all,2024070000
3/1/2019,Prachinburi ,east,revenue_all,455720000
3/1/2019,Phichit ,north,revenue_all,128700000
3/1/2019,Chiang Mai ,north,revenue_all,8940770000
3/1/2019,Chiang Rai ,north,revenue_all,2064800000
3/1/2019,Kamphaeng Phet ,north,revenue_all,138360000
3/1/2019,Satun ,south,revenue_all,1843210000
3/1/2019,Surat Thani ,south,revenue_all,9943660000
3/1/2019,Phang Nga ,south,revenue_all,5836420000
3/1/2019,Songkhla ,south,revenue_all,5918620000
3/1/2019,Krabi ,south,revenue_all,12542640000
3/1/2019,Nakhon Nayok ,east,revenue_all,821540000
3/1/2019,Narathiwat ,south,revenue_all,261580000
3/1/2019,Yala ,south,revenue_all,224890000
3/1/2019,Pattani ,south,revenue_all,87240000
3/1/2019,Chumphon ,south,revenue_all,518020000
3/1/2019,Ranong ,south,revenue_all,400440000
3/1/2019,Trang ,south,revenue_all,1266700000
3/1/2019,Phatthalung ,south,revenue_all,192980000
3/1/2019,Phuket ,south,revenue_all,50668130000
3/1/2019,Sa Kaeo ,east,revenue_all,597230000
3/1/2019,Rayong ,east,revenue_all,2484600000
3/1/2019,Nakhon Si Thammarat ,south,revenue_all,1151870000
3/1/2019,Suphan Buri ,central,no_tourist_foreign,1485
3/1/2019,Phetchaburi ,central,no_tourist_foreign,53478
3/1/2019,Prachuap Khiri Khan ,central,no_tourist_foreign,94960
3/1/2019,Buriram ,east_northeast,ratio_tourist_stay,66.41
3/1/2019,Maha Sarakham ,east_northeast,ratio_tourist_stay,56.24
3/1/2019,Mukdahan ,east_northeast,ratio_tourist_stay,59.07
3/1/2019,Roi Et ,east_northeast,ratio_tourist_stay,53.91
3/1/2019,Loei ,east_northeast,ratio_tourist_stay,59.45
3/1/2019,Sisaket ,south,ratio_tourist_stay,67.11
3/1/2019,Surin ,east_northeast,ratio_tourist_stay,59.47
3/1/2019,Nong Khai ,east_northeast,ratio_tourist_stay,63.55
3/1/2019,Bueng Kan ,east_northeast,ratio_tourist_stay,56.83
3/1/2019,Nakhon Ratchasima ,east_northeast,ratio_tourist_stay,65.89
3/1/2019,Udon Thani ,east_northeast,ratio_tourist_stay,76.85
3/1/2019,Sakon Nakhon ,east_northeast,ratio_tourist_stay,52.84
3/1/2019,Bangkok,central,revenue_foreign,44928070000
3/1/2019,Amnat Charoen ,east_northeast,ratio_tourist_stay,66.07
3/1/2019,Nong Bua Lamphu ,east_northeast,ratio_tourist_stay,54.95
3/1/2019,Amnat Charoen ,east_northeast,revenue_thai,37490000
3/1/2019,Ubon Ratchathani ,east_northeast,no_tourist_foreign,15848
3/1/2019,Udon Thani ,east_northeast,no_tourist_foreign,16259
3/1/2019,Bueng Kan ,east_northeast,no_tourist_foreign,203
3/1/2019,Nong Khai ,east_northeast,no_tourist_foreign,54357
3/1/2019,Ubon Ratchathani ,east_northeast,ratio_tourist_stay,66.27
3/1/2019,Surin ,east_northeast,no_tourist_foreign,2987
3/1/2019,Nakhon Phanom ,east_northeast,ratio_tourist_stay,55.19
3/1/2019,Khon Kaen ,east_northeast,ratio_tourist_stay,62.02
3/1/2019,Surat Thani ,south,ratio_tourist_stay,76.57
3/1/2019,Satun ,south,ratio_tourist_stay,81.33
3/1/2019,Kamphaeng Phet ,north,ratio_tourist_stay,53.36
3/1/2019,Chiang Rai ,north,ratio_tourist_stay,48.32
3/1/2019,Chiang Mai ,north,ratio_tourist_stay,65.76
3/1/2019,Phichit ,north,ratio_tourist_stay,53.85
3/1/2019,Nakhon Sawan ,north,ratio_tourist_stay,55.86
3/1/2019,Tak ,north,ratio_tourist_stay,66.76
3/1/2019,Phitsanulok ,north,ratio_tourist_stay,59.56
3/1/2019,Chaiyaphum ,east_northeast,ratio_tourist_stay,56.32
3/1/2019,Phayao ,north,ratio_tourist_stay,47.39
3/1/2019,Phrae ,north,ratio_tourist_stay,54.95
3/1/2019,Lampang ,north,ratio_tourist_stay,62.89
3/1/2019,Lamphun ,north,ratio_tourist_stay,57.14
3/1/2019,Mae Hong Son ,north,ratio_tourist_stay,45.38
3/1/2019,Uttaradit ,north,ratio_tourist_stay,58.25
3/1/2019,Uthai Thani ,north,ratio_tourist_stay,51.89
3/1/2019,Sukhothai ,north,ratio_tourist_stay,62.58
3/1/2019,Nan ,north,ratio_tourist_stay,63.14
3/1/2019,Kalasin ,east_northeast,ratio_tourist_stay,55.35
3/1/2019,Phetchabun ,north,ratio_tourist_stay,56.45
3/1/2019,Sisaket ,south,no_tourist_foreign,2171
3/1/2019,Loei ,east_northeast,no_tourist_foreign,1961
3/1/2019,Roi Et ,east_northeast,no_tourist_foreign,767
3/1/2019,Satun ,south,no_tourist_foreign,19955
3/1/2019,Phang Nga ,south,no_tourist_foreign,381987
3/1/2019,Songkhla ,south,no_tourist_foreign,251829
3/1/2019,Krabi ,south,no_tourist_foreign,379784
3/1/2019,Narathiwat ,south,no_tourist_foreign,42800
3/1/2019,Nakhon Si Thammarat ,south,no_tourist_foreign,13394
3/1/2019,Yala ,south,no_tourist_foreign,43164
3/1/2019,Pattani ,south,no_tourist_foreign,165
3/1/2019,Chumphon ,south,no_tourist_foreign,10184
3/1/2019,Kamphaeng Phet ,north,no_tourist_foreign,1821
3/1/2019,Ranong ,south,no_tourist_foreign,5954
3/1/2019,Phatthalung ,south,no_tourist_foreign,484
3/1/2019,Phuket ,south,no_tourist_foreign,1167915
3/1/2019,Sa Kaeo ,east,no_tourist_foreign,27401
3/1/2019,Rayong ,east,no_tourist_foreign,63274
3/1/2019,Prachinburi ,east,no_tourist_foreign,8071
3/1/2019,Nakhon Nayok ,east,no_tourist_foreign,1787
3/1/2019,Trat ,east,no_tourist_foreign,77346
3/1/2019,Chanthaburi ,east,no_tourist_foreign,5798
3/1/2019,Chonburi ,east,no_tourist_foreign,844994
3/1/2019,Trang ,south,no_tourist_foreign,20872
3/1/2019,Chiang Rai ,north,no_tourist_foreign,46981
3/1/2019,Chiang Mai ,north,no_tourist_foreign,308127
3/1/2019,Phichit ,north,no_tourist_foreign,583
3/1/2019,Mukdahan ,east_northeast,no_tourist_foreign,13121
3/1/2019,Maha Sarakham ,east_northeast,no_tourist_foreign,1059
3/1/2019,Buriram ,east_northeast,no_tourist_foreign,4283
3/1/2019,Nakhon Ratchasima ,east_northeast,no_tourist_foreign,21756
3/1/2019,Nakhon Phanom ,east_northeast,no_tourist_foreign,4707
3/1/2019,Chaiyaphum ,east_northeast,no_tourist_foreign,515
3/1/2019,Khon Kaen ,east_northeast,no_tourist_foreign,6983
3/1/2019,Kalasin ,east_northeast,no_tourist_foreign,271
3/1/2019,Nan ,north,no_tourist_foreign,2056
3/1/2019,Sukhothai ,north,no_tourist_foreign,38659
3/1/2019,Uthai Thani ,north,no_tourist_foreign,296
3/1/2019,Uttaradit ,north,no_tourist_foreign,760
3/1/2019,Mae Hong Son ,north,no_tourist_foreign,22597
3/1/2019,Lamphun ,north,no_tourist_foreign,4771
3/1/2019,Lampang ,north,no_tourist_foreign,8640
3/1/2019,Phrae ,north,no_tourist_foreign,6929
3/1/2019,Phetchabun ,north,no_tourist_foreign,2043
3/1/2019,Phayao ,north,no_tourist_foreign,2969
3/1/2019,Phitsanulok ,north,no_tourist_foreign,20358
3/1/2019,Tak ,north,no_tourist_foreign,4938
3/1/2019,Nakhon Sawan ,north,no_tourist_foreign,6474
3/1/2019,Songkhla ,south,ratio_tourist_stay,76.34
3/1/2019,Lopburi ,central,revenue_foreign,4120000
3/1/2019,Surat Thani ,south,revenue_foreign,8775020000
3/1/2019,Saraburi ,central,revenue_foreign,9860000
3/1/2019,Phetchaburi ,central,no_tourist_all,640189
3/1/2019,Prachuap Khiri Khan ,central,no_tourist_all,603965
3/1/2019,Chonburi ,east,no_tourist_all,1560331
3/1/2019,Chanthaburi ,east,no_tourist_all,261843
3/1/2019,Trat ,east,no_tourist_all,222080
3/1/2019,Nakhon Nayok ,east,no_tourist_all,271686
3/1/2019,Prachinburi ,east,no_tourist_all,161188
3/1/2019,Rayong ,east,no_tourist_all,670764
3/1/2019,Sa Kaeo ,east,no_tourist_all,204831
3/1/2019,Phuket ,south,no_tourist_all,1645784
3/1/2019,Phatthalung ,south,no_tourist_all,128439
3/1/2019,Trang ,south,no_tourist_all,177201
3/1/2019,Ranong ,south,no_tourist_all,122332
3/1/2019,Chumphon ,south,no_tourist_all,121596
3/1/2019,Pattani ,south,no_tourist_all,24801
3/1/2019,Suphan Buri ,central,no_tourist_all,220179
3/1/2019,Yala ,south,no_tourist_all,50066
3/1/2019,Samut Songkhram ,central,no_tourist_all,178616
3/1/2019,Ratchaburi ,central,no_tourist_all,147825
3/1/2019,Nong Bua Lamphu ,east_northeast,revenue_foreign,120000
3/1/2019,Amnat Charoen ,east_northeast,revenue_foreign,1580000
3/1/2019,Bangkok,central,no_tourist_all,5185040
3/1/2019,Lopburi ,central,no_tourist_all,255516
3/1/2019,Phra Nakhon Si Ayutthaya ,central,no_tourist_all,673327
3/1/2019,Saraburi ,central,no_tourist_all,192040
3/1/2019,Chainat ,central,no_tourist_all,79017
3/1/2019,Nakhon Pathom ,central,no_tourist_all,276857
3/1/2019,Sing Buri ,central,no_tourist_all,52548
3/1/2019,Ang Thong ,central,no_tourist_all,101423
3/1/2019,Nonthaburi ,central,no_tourist_all,288068
3/1/2019,Pathum Thani ,central,no_tourist_all,211911
3/1/2019,Samut Prakan ,central,no_tourist_all,408778
3/1/2019,Samut Sakhon ,central,no_tourist_all,109452
3/1/2019,Chachoengsao ,east,no_tourist_all,267162
3/1/2019,Kanchanaburi ,central,no_tourist_all,657920
3/1/2019,Nakhon Si Thammarat ,south,no_tourist_all,348245
3/1/2019,Narathiwat ,south,no_tourist_all,72289
3/1/2019,Phra Nakhon Si Ayutthaya ,central,revenue_foreign,359420000
3/1/2019,Nan ,north,no_tourist_all,91125
3/1/2019,Kalasin ,east_northeast,no_tourist_all,61179
3/1/2019,Khon Kaen ,east_northeast,no_tourist_all,591186
3/1/2019,Chaiyaphum ,east_northeast,no_tourist_all,108648
3/1/2019,Nakhon Phanom ,east_northeast,no_tourist_all,92322
3/1/2019,Nakhon Ratchasima ,east_northeast,no_tourist_all,833010
3/1/2019,Buriram ,east_northeast,no_tourist_all,181050
3/1/2019,Maha Sarakham ,east_northeast,no_tourist_all,64393
3/1/2019,Mukdahan ,east_northeast,no_tourist_all,201604
3/1/2019,Roi Et ,east_northeast,no_tourist_all,65132
3/1/2019,Loei ,east_northeast,no_tourist_all,169486
3/1/2019,Sisaket ,south,no_tourist_all,185757
3/1/2019,Surin ,east_northeast,no_tourist_all,122983
3/1/2019,Nong Khai ,east_northeast,no_tourist_all,208054
3/1/2019,Bueng Kan ,east_northeast,no_tourist_all,58605
3/1/2019,Sukhothai ,north,no_tourist_all,128216
3/1/2019,Uthai Thani ,north,no_tourist_all,75114
3/1/2019,Uttaradit ,north,no_tourist_all,114129
3/1/2019,Mae Hong Son ,north,no_tourist_all,90795
3/1/2019,Songkhla ,south,no_tourist_all,677099
3/1/2019,Phang Nga ,south,no_tourist_all,502808
3/1/2019,Surat Thani ,south,no_tourist_all,535019
3/1/2019,Satun ,south,no_tourist_all,220122
3/1/2019,Kamphaeng Phet ,north,no_tourist_all,65938
3/1/2019,Chiang Rai ,north,no_tourist_all,291144
3/1/2019,Chiang Mai ,north,no_tourist_all,847850
3/1/2019,Amnat Charoen ,east_northeast,no_tourist_foreign,693
3/1/2019,Phichit ,north,no_tourist_all,60809
3/1/2019,Tak ,north,no_tourist_all,207002
3/1/2019,Phitsanulok ,north,no_tourist_all,321948
3/1/2019,Phayao ,north,no_tourist_all,57196
3/1/2019,Phetchabun ,north,no_tourist_all,190261
3/1/2019,Phrae ,north,no_tourist_all,70016
3/1/2019,Lampang ,north,no_tourist_all,94141
3/1/2019,Lamphun ,north,no_tourist_all,100441
3/1/2019,Nakhon Sawan ,north,no_tourist_all,167406
3/1/2019,Nong Bua Lamphu ,east_northeast,revenue_thai,35650000
3/1/2019,Bangkok,central,revenue_thai,26066060000
3/1/2019,Lopburi ,central,revenue_thai,430450000
3/1/2019,Sukhothai ,north,revenue_thai,171650000
3/1/2019,Uthai Thani ,north,revenue_thai,120340000
3/1/2019,Uttaradit ,north,revenue_thai,229340000
3/1/2019,Mae Hong Son ,north,revenue_thai,254040000
3/1/2019,Lamphun ,north,revenue_thai,148380000
3/1/2019,Lampang ,north,revenue_thai,229080000
3/1/2019,Phrae ,north,revenue_thai,128070000
3/1/2019,Phetchabun ,north,revenue_thai,634880000
3/1/2019,Phayao ,north,revenue_thai,100970000
3/1/2019,Phitsanulok ,north,revenue_thai,757850000
3/1/2019,Tak ,north,revenue_thai,595200000
3/1/2019,Nakhon Sawan ,north,revenue_thai,299080000
3/1/2019,Phichit ,north,revenue_thai,127800000
3/1/2019,Chiang Mai ,north,revenue_thai,4917910000
3/1/2019,Chiang Rai ,north,revenue_thai,1662080000
3/1/2019,Nan ,north,revenue_thai,258410000
3/1/2019,Kalasin ,east_northeast,revenue_thai,91650000
3/1/2019,Khon Kaen ,east_northeast,revenue_thai,1740960000
3/1/2019,Chaiyaphum ,east_northeast,revenue_thai,141650000
3/1/2019,Nong Bua Lamphu ,east_northeast,no_tourist_foreign,83
3/1/2019,Yasothon ,east_northeast,revenue_thai,67530000
3/1/2019,Sakon Nakhon ,east_northeast,revenue_thai,210480000
3/1/2019,Ubon Ratchathani ,east_northeast,revenue_thai,815350000
3/1/2019,Udon Thani ,east_northeast,revenue_thai,692420000
3/1/2019,Bueng Kan ,east_northeast,revenue_thai,121930000
3/1/2019,Nong Khai ,east_northeast,revenue_thai,365190000
3/1/2019,Kamphaeng Phet ,north,revenue_thai,132460000
3/1/2019,Surin ,east_northeast,revenue_thai,307600000
3/1/2019,Loei ,east_northeast,revenue_thai,370730000
3/1/2019,Roi Et ,east_northeast,revenue_thai,87740000
3/1/2019,Mukdahan ,east_northeast,revenue_thai,327340000
3/1/2019,Maha Sarakham ,east_northeast,revenue_thai,101330000
3/1/2019,Buriram ,east_northeast,revenue_thai,349380000
3/1/2019,Nakhon Ratchasima ,east_northeast,revenue_thai,1968210000
3/1/2019,Nakhon Phanom ,east_northeast,revenue_thai,190570000
3/1/2019,Sisaket ,south,revenue_thai,279620000
3/1/2019,Udon Thani ,east_northeast,no_tourist_all,280738
3/1/2019,Satun ,south,revenue_thai,1742620000
3/1/2019,Phang Nga ,south,revenue_thai,741540000
3/1/2019,Suphan Buri ,central,revenue_thai,452740000
3/1/2019,Samut Songkhram ,central,revenue_thai,298540000
3/1/2019,Kanchanaburi ,central,revenue_thai,2088920000
3/1/2019,Ratchaburi ,central,revenue_thai,269880000
3/1/2019,Chachoengsao ,east,revenue_thai,285400000
3/1/2019,Samut Sakhon ,central,revenue_thai,164190000
3/1/2019,Samut Prakan ,central,revenue_thai,321840000
3/1/2019,Pathum Thani ,central,revenue_thai,169350000
3/1/2019,Nonthaburi ,central,revenue_thai,382100000
3/1/2019,Ang Thong ,central,revenue_thai,123630000
3/1/2019,Sing Buri ,central,revenue_thai,73690000
3/1/2019,Nakhon Pathom ,central,revenue_thai,364670000
3/1/2019,Chainat ,central,revenue_thai,101120000
3/1/2019,Saraburi ,central,revenue_thai,312280000
3/1/2019,Phra Nakhon Si Ayutthaya ,central,revenue_thai,967880000
3/1/2019,Phetchaburi ,central,revenue_thai,1620130000
3/1/2019,Prachuap Khiri Khan ,central,revenue_thai,2506600000
3/1/2019,Chonburi ,east,revenue_thai,4484120000
3/1/2019,Chanthaburi ,east,revenue_thai,814470000
3/1/2019,Songkhla ,south,revenue_thai,2880870000
3/1/2019,Krabi ,south,revenue_thai,4667300000
3/1/2019,Narathiwat ,south,revenue_thai,77750000
3/1/2019,Nakhon Si Thammarat ,south,revenue_thai,1108650000
3/1/2019,Yala ,south,revenue_thai,26730000
3/1/2019,Pattani ,south,revenue_thai,86510000
3/1/2019,Chumphon ,south,revenue_thai,470390000
3/1/2019,Surat Thani ,south,revenue_thai,1168640000
3/1/2019,Ranong ,south,revenue_thai,361970000
